Customer Name,Phone number,Total current AR,Within 10 days,Within 20 days ,Within 30 days,Over 30 days
"Leonard,Marilyn",253-928-4267,1320.00,0,0,0,1320.00
"Leon,Kathleen",509-331-4542,12650.00,0,0,0,12650.00
"Lewis,Jennifer",509-175-3251,9900.00,0,0,0,9900.00
"Lewis,Melissa",425-967-4401,1320.00,0,1320.00,0,0
"Livingston,Sarah",999-682-4905,4620.00,0,0,0,4620.00
"Long,Diane",360-229-8231,13310.00,0,0,0,13310.00
"Lopez,Brian",425-939-9306,8470.00,0,0,0,8470.00
"Lopez,Gary",425-524-7171,4290.00,0,0,4290.00,0
"Lopez,James",425-831-1209,1650.00,0,0,0,1650.00
"Lopez,Linda",425-305-3771,5940.00,0,0,0,5940.00
"Lopez,Michael",425-646-8058,1320.00,0,0,1320.00,0
"Love,Jacob",509-213-7680,10890.00,0,0,0,10890.00
"Love,Samuel",509-140-8514,6270.00,0,0,6270.00,0
"Lowery,Kevin",360-406-2116,9350.00,0,0,9350.00,0
"Lucas,Juan",360-791-6697,7040.00,0,0,0,7040.00
"Lucas,Olivia",360-354-8683,8580.00,0,8580.00,0,0
"Macdonald,Roy",360-694-3386,12430.00,0,0,12430.00,0
"Macdonald,Thomas",509-879-8539,220.00,0,220.00,0,0
"Mack,Gary",206-513-5033,1320.00,0,0,0,1320.00
"Maldonado,Virginia",360-392-9475,4290.00,0,0,4290.00,0
"Mann,James",999-289-1001,3300.00,0,0,3300.00,0
"Marks,Mary",360-764-2927,15070.00,0,0,0,15070.00
"Marshall,Larry",253-193-2688,5940.00,0,0,5940.00,0
"Martin,Austin",206-146-8411,1650.00,0,0,0,1650.00
"Martinez,Ashley",425-704-5962,10010.00,0,0,0,10010.00
"Martinez,Brandon",509-523-7476,2970.00,0,2970.00,0,0
"Martinez,Roy",509-894-4527,1244320.00,0,0,1244320.00,0
"Martinez,Sarah",509-750-4582,4950.00,0,0,0,4950.00
"Martin,Joseph",206-900-8891,2640.00,0,0,0,2640.00
"Martin,Michael",206-242-7002,14850.00,0,0,0,14850.00
"Mason,Brittany",509-307-5516,1650.00,0,0,0,1650.00
"Mason,Michael",253-283-1431,7480.00,0,0,7480.00,0
"Mason,Richard",253-458-3910,13860.00,0,0,0,13860.00
"Mathews,Alexis",360-236-9843,2970.00,0,0,0,2970.00
"Mathews,Nathan",360-477-2527,7590.00,0,0,7590.00,0
"May,Ethan",509-776-1058,4620.00,0,0,0,4620.00
"Mayo,Anthony",509-329-4623,11990.00,0,11990.00,0,0
"Mays,Diana",360-380-6003,4290.00,0,0,4290.00,0
"May,Steven",509-424-6734,562210.00,0,0,0,562210.00
"Mcclure,Lauren",360-796-7024,29700.00,0,0,29700.00,0
"Mccormick,Jennifer",360-903-2952,10670.00,0,0,0,10670.00
"Mccullough,Anthony",509-503-4253,5830.00,0,0,0,5830.00
"Mcdaniel,Anthony",360-241-6339,13090.00,0,0,0,13090.00
"Mcdaniel,Joan",360-827-1864,2530.00,0,0,0,2530.00
"Mcfarland,Joseph",360-288-1700,4730.00,0,0,0,4730.00
"Mcgee,Robert",360-925-6314,5060.00,0,5060.00,0,0
"Mclean,Isabella",509-308-6342,347050.00,0,0,0,347050.00
"Mclean,Judy",509-686-8581,10890.00,0,10890.00,0,0
"Mcneil,Carolyn",509-592-4605,2090.00,0,2090.00,0,0
"Meadows,Daniel",509-156-5171,15290.00,0,0,15290.00,0
"Mendez,Angela",360-988-2491,3960.00,0,0,0,3960.00
"Mendez,Diane",360-109-4163,36300.00,0,0,36300.00,0
"Mendoza,Anthony",360-995-7624,10890.00,0,0,0,10890.00
"Mendoza,Nicholas",360-574-8818,1650.00,0,0,0,1650.00
"Mercer,Charles",360-821-6344,1320.00,0,0,1320.00,0
"Mercer,Joseph",360-428-4966,11110.00,0,0,11110.00,0
"Mercer,Megan",360-548-5968,7150.00,0,0,7150.00,0
"Merritt,Christopher",999-592-4605,4510.00,0,0,4510.00,0
"Meyer,Sandra",253-256-3601,1320.00,0,0,1320.00,0
"Miller,Benjamin",425-704-5962,4620.00,0,0,4620.00,0
"Miller,David",253-443-2865,1650.00,0,0,0,1650.00
"Miller,Emma",206-932-9001,176440.00,0,176440.00,0,0
"Miller,Gregory",206-306-3047,1320.00,0,0,1320.00,0
"Miller,Jerry",425-631-6361,6930.00,0,0,0,6930.00
"Miller,Michael",425-657-4669,16170.00,0,16170.00,0,0
"Miller,Patricia",206-528-7182,5500.00,0,0,0,5500.00
"Mills,Maria",999-241-3216,6600.00,0,0,0,6600.00
"Mitchell,Carolyn",253-959-3460,3190.00,0,0,3190.00,0
"Mitchell,Gabriel",253-857-2257,12100.00,0,0,0,12100.00
"Mitchell,John",253-535-6313,3300.00,0,0,3300.00,0
"Mitchell,Virginia",253-145-1151,12100.00,0,0,12100.00,0
"Monroe,Bruce",509-392-6165,11220.00,0,0,11220.00,0
"Montgomery,Joseph",425-611-3956,4290.00,0,0,0,4290.00
"Mooney,Edward",509-990-7218,12100.00,0,0,0,12100.00
"Moore,Alexander",253-269-7048,4950.00,0,0,4950.00,0
"Moore,Anna",425-567-4111,6820.00,0,0,0,6820.00
"Moore,Gary",253-164-6956,9570.00,0,0,9570.00,0
"Moore,Joseph",253-715-9009,10230.00,0,0,0,10230.00
"Moore,Karen",425-745-8231,3300.00,0,0,0,3300.00
"Moore,Nicholas",253-538-4137,7260.00,0,0,0,7260.00
"Moore,Sarah",425-959-3619,16170.00,0,0,0,16170.00
"Moore,Tyler",425-478-9388,6160.00,0,0,0,6160.00
"Moreno,Nancy",360-454-4388,16170.00,0,0,0,16170.00
"Morgan,Ryan",253-129-4727,1650.00,0,0,0,1650.00
"Morgan,Samuel",253-278-5844,13750.00,0,0,13750.00,0
"Morin,John",509-946-9049,4510.00,0,0,0,4510.00
"Morris,Barbara",425-776-2684,4840.00,0,0,0,4840.00
"Morris,Jack",425-239-4096,10560.00,0,0,10560.00,0
"Morris,Jessica",509-925-9269,11110.00,0,0,0,11110.00
"Morrison,Anthony",253-674-7943,1650.00,0,0,1650.00,0
"Morrison,James",253-329-9786,1650.00,0,0,0,1650.00
"Mosley,Jacqueline",999-874-3507,11550.00,0,0,11550.00,0
"Mullen,Pamela",360-770-9467,338360.00,0,0,0,338360.00
"Munoz,John",360-929-8973,12320.00,0,12320.00,0,0
"Murphy,Eric",509-700-2582,13530.00,0,0,0,13530.00
"Murphy,Gary",509-583-3543,6270.00,0,0,0,6270.00
"Murphy,Katherine",509-412-9756,6930.00,0,0,0,6930.00
"Murphy,Lisa",509-151-3011,1650.00,0,0,0,1650.00
"Murphy,Raymond",509-825-3993,15620.00,0,0,0,15620.00
"Murray,Jessica",253-726-3558,10780.00,0,0,0,10780.00
"Nelson,David",206-930-6307,3520.00,0,3520.00,0,0
"Nelson,Thomas",206-325-2780,1320.00,0,0,1320.00,0
"Newman,Jennifer",360-907-5040,6270.00,0,0,0,6270.00
"Nicholson,Nicole",509-617-6303,10230.00,0,0,10230.00,0
"Noel,David",360-915-7436,2970.00,0,0,0,2970.00
"Norris,Daniel",360-583-3543,2420.00,0,0,0,2420.00
"Norris,Elizabeth",360-901-1737,412830.00,0,412830.00,0,0
"Nunez,Joe",360-896-5925,1320.00,0,0,0,1320.00
"Obrien,Timothy",360-961-6985,1650.00,0,0,0,1650.00
"Olsen,Michael",360-822-8472,11550.00,0,0,0,11550.00
"Olson,Gary",425-841-8399,9020.00,0,0,9020.00,0
"Ortiz,David",253-386-5501,2970.00,0,0,2970.00,0
"Ortiz,Janice",253-574-4869,5170.00,0,0,5170.00,0
"Osborn,Jack",360-204-2841,339680.00,0,0,0,339680.00
"Owens,Jose",253-271-4671,2970.00,0,0,0,2970.00
"Pace,Mark",360-613-2046,1650.00,0,1650.00,0,0
"Palmer,Matthew",425-417-2935,11220.00,0,0,0,11220.00
"Park,Mary",360-432-9600,2640.00,0,0,2640.00,0
"Parrish,Kevin",360-739-3328,14080.00,0,0,14080.00,0
"Patterson,Andrea",360-847-7724,376970.00,0,0,376970.00,0
"Patterson,Cheryl",360-111-4244,1320.00,0,1320.00,0,0
"Patterson,Helen",360-874-4250,2970.00,0,0,2970.00,0
"Patterson,Louis",360-729-5899,1320.00,0,0,0,1320.00
"Patterson,Nicholas",360-422-6807,4290.00,0,0,4290.00,0
"Patton,George",425-270-7172,4400.00,0,0,4400.00,0
"Payne,Alice",425-757-2416,2970.00,0,0,0,2970.00
"Pearson,James",360-203-6889,15620.00,0,15620.00,0,0
"Pena,Michael",360-456-4931,13200.00,0,0,0,13200.00
"Perez,Alice",253-729-5899,1650.00,0,0,0,1650.00
"Perez,Robert",253-131-6132,2970.00,0,2970.00,0,0
"Perez,Sarah",253-937-8396,304700.00,0,0,0,304700.00
"Perkins,Eric",425-193-2688,9900.00,0,0,9900.00,0
"Perry,Joseph",425-701-5693,2530.00,0,0,2530.00,0
"Perry,Kenneth",425-503-4253,2970.00,0,0,2970.00,0
"Peters,Carolyn",360-370-9836,275000.00,0,0,0,275000.00
"Peterson,Michael",425-156-5171,2970.00,0,2970.00,0,0
"Peterson,Shirley",425-842-9063,8360.00,0,0,8360.00,0
"Phillips,Natalie",360-499-5735,8250.00,0,0,0,8250.00
"Phillips,Robert",360-324-7397,46310.00,0,0,46310.00,0
"Phillips,Susan",360-407-1419,26730.00,0,0,0,26730.00
"Phillips,Zachary",425-747-7426,10780.00,0,0,0,10780.00
"Pickett,Kevin",509-431-8082,1320.00,0,0,0,1320.00
"Pittman,William",999-287-7681,9240.00,0,0,9240.00,0
"Poole,Dylan",360-969-1842,15400.00,0,0,0,15400.00
"Poole,Steven",360-440-3477,3190.00,0,0,0,3190.00
"Porter,Betty",360-971-8317,9680.00,0,0,0,9680.00
"Potter,Deborah",509-419-8328,2970.00,0,0,2970.00,0
"Powell,Kelly",425-433-7335,1320.00,0,0,1320.00,0
"Powers,Evelyn",509-341-5570,10560.00,0,0,10560.00,0
"Powers,Sara",509-751-9196,28710.00,0,0,0,28710.00
"Pratt,Amy",360-183-2763,1238380.00,0,0,1238380.00,0
"Preston,John",999-880-6408,6600.00,0,0,0,6600.00
"Price,Christopher",360-544-6014,6380.00,0,0,0,6380.00
"Price,Nicole",360-872-9253,12430.00,0,0,0,12430.00
"Pugh,David",509-953-5258,13090.00,0,13090.00,0,0
"Pugh,Douglas",509-179-7747,4730.00,0,0,4730.00,0
"Ramirez,Anna",425-533-3185,1650.00,0,0,0,1650.00
"Ramirez,Michael",425-520-6800,9680.00,0,0,0,9680.00
"Ramsey,Megan",253-321-9785,6270.00,0,0,0,6270.00
"Ray,Justin",360-489-2593,4223890.00,0,0,4223890.00,0
"Ray,Ryan",360-662-9712,1650.00,0,0,0,1650.00
"Ray,Tyler",360-659-6241,14740.00,0,0,0,14740.00
"Reed,Andrew",206-626-3823,10560.00,0,10560.00,0,0
"Reed,Joseph",206-570-6799,24090.00,0,0,0,24090.00
"Reed,Mary",360-514-3648,7920.00,0,0,0,7920.00
"Reed,Natalie",206-267-4174,9570.00,0,0,9570.00,0
"Reeves,Daniel",360-547-1867,10780.00,0,0,0,10780.00
"Reid,Amanda",253-514-4773,6270.00,0,0,0,6270.00
"Reid,Larry",253-990-2315,2970.00,0,0,0,2970.00
"Reyes,Kathleen",360-924-3568,9790.00,0,0,0,9790.00
"Reynolds,Jesse",509-544-5494,3635280.00,0,3635280.00,0,0
"Reynolds,Sandra",509-118-1230,5280.00,0,0,0,5280.00
"Reynolds,William",509-725-1385,31350.00,0,0,0,31350.00
"Richards,Austin",425-963-5487,1650.00,0,0,1650.00,0
"Richardson,Elizabeth",253-506-6095,5610.00,0,0,0,5610.00
"Richardson,Joyce",253-723-6868,11220.00,0,0,11220.00,0
"Richardson,Mary",253-577-9073,2970.00,0,0,0,2970.00
"Riley,Jerry",509-326-7557,3300.00,0,0,0,3300.00
"Rivera,Angela",425-974-9275,8910.00,0,8910.00,0,0
"Rivera,George",425-354-8376,9680.00,0,0,0,9680.00
"Rivera,Jeremy",425-113-7302,2970.00,0,0,2970.00,0
"Rivera,John",425-482-9029,15400.00,0,0,0,15400.00
"Rivera,Noah",425-399-7311,2970.00,0,0,2970.00,0
"Roach,Paul",360-984-1248,12980.00,0,0,0,12980.00
"Roberson,Daniel",360-502-6166,1650.00,0,1650.00,0,0
"Roberts,Isabella",425-408-6792,10010.00,0,0,0,10010.00
"Robertson,Steven",253-174-2209,11220.00,0,0,0,11220.00
"Roberts,Richard",425-142-9453,1650.00,0,0,0,1650.00
"Robinson,Mark",253-637-2165,1980.00,0,0,0,1980.00
"Robinson,Patrick",253-346-2296,2970.00,0,0,2970.00,0
"Robinson,Teresa",253-398-9363,3190.00,0,0,0,3190.00
"Rocha,Joshua",509-645-2617,10780.00,0,0,0,10780.00
"Rocha,William",509-805-7220,4400.00,0,0,0,4400.00
"Rodriguez,Edward",425-657-7720,10890.00,0,0,0,10890.00
"Rodriguez,Linda",425-745-7296,1320.00,0,0,0,1320.00
"Rodriguez,Robert",253-716-2411,1320.00,0,0,1320.00,0
"Rodriguez,Robert",425-955-6762,4620.00,0,0,0,4620.00
"Rodriguez,Thomas",425-193-8331,12210.00,0,0,0,12210.00
"Rodriquez,Eric",360-605-1800,351560.00,0,0,0,351560.00
"Rodriquez,Michael",360-706-8290,1650.00,0,0,0,1650.00
"Rogers,Hannah",509-945-8089,2970.00,0,0,0,2970.00
"Rogers,Jacqueline",509-268-2628,11440.00,0,0,0,11440.00
"Rollins,Jeremy",999-667-7210,2970.00,0,0,2970.00,0
"Roman,Kevin",509-982-4432,1650.00,0,0,1650.00,0
"Roman,Nicholas",509-280-6868,19800.00,0,0,19800.00,0
"Romero,Carol",360-424-1212,12430.00,0,0,12430.00,0
"Rosales,Deborah",360-430-5441,7700.00,0,0,0,7700.00
"Rosales,Robert",360-111-4244,8910.00,0,0,8910.00,0
"Rosario,David",509-234-9391,17160.00,0,0,0,17160.00
"Rose,Lisa",360-109-2993,454740.00,0,0,0,454740.00
"Ross,Jonathan",253-460-7261,13860.00,0,0,0,13860.00
"Roy,Randy",425-201-6296,1320.00,0,1320.00,0,0
"Russell,Douglas",206-567-1279,8580.00,0,0,0,8580.00
"Salinas,Matthew",360-368-7398,18150.00,0,0,0,18150.00
"Sanchez,John",425-801-3692,27390.00,0,0,27390.00,0
"Sanchez,Kelly",425-674-2181,1650.00,0,0,1650.00,0
"Sanders,Carl",360-443-2865,5280.00,0,0,5280.00,0
"Sanders,Rachel",360-258-9737,7370.00,0,0,0,7370.00
"Sanders,Timothy",360-239-2184,8030.00,0,0,8030.00,0
"Sanford,Mary",509-439-2789,53240.00,0,0,53240.00,0
"Santos,Andrew",509-150-9228,425150.00,0,0,425150.00,0
"Schmidt,Michelle",206-218-6771,10230.00,0,0,10230.00,0
"Schneider,Christopher",360-687-8332,10010.00,0,0,10010.00,0
"Schroeder,Kathryn",360-203-8903,1650.00,0,0,1650.00,0
"Scott,Stephen",253-824-4638,14740.00,0,0,0,14740.00
"Scott,William",253-135-5239,4730.00,0,0,4730.00,0
"Sellers,William",360-701-4370,4620.00,0,0,4620.00,0
"Shaffer,Lauren",360-142-5658,3764530.00,0,0,3764530.00,0
"Shannon,David",360-329-9786,1650.00,0,0,1650.00,0
"Shaw,Patricia",253-195-8148,2640.00,0,0,0,2640.00
"Shaw,Rachel",253-379-9615,4180.00,0,0,4180.00,0
"Sherman,Bruce",509-131-9982,6050.00,0,0,6050.00,0
"Short,David",360-135-5239,2970.00,0,0,0,2970.00
"Simmons,Robert",360-664-2258,4290.00,0,0,4290.00,0
"Simmons,Tyler",360-197-9268,1320.00,0,0,1320.00,0
"Simon,Madison",360-927-3578,4950.00,0,0,0,4950.00
"Simpson,Mary",509-950-3404,7590.00,0,0,0,7590.00
"Skinner,Dorothy",509-273-9655,296340.00,0,0,0,296340.00
"Small,Anthony",509-978-6870,10340.00,0,0,10340.00,0
"Smith,Amber",206-616-3841,6710.00,0,6710.00,0,0
"Smith,Barbara",206-338-1579,11550.00,0,0,0,11550.00
"Smith,Catherine",206-321-3785,7700.00,0,0,7700.00,0
"Smith,Daniel",206-128-2026,5610.00,0,0,0,5610.00
"Smith,Elizabeth",206-631-9968,5170.00,0,0,0,5170.00
"Smith,Frank",206-513-9828,7700.00,0,0,0,7700.00
"Smith,Kenneth",206-243-4268,14850.00,0,0,0,14850.00
"Smith,Louis",206-583-4136,8470.00,0,0,0,8470.00
"Smith,Margaret",206-401-4536,5280.00,0,0,0,5280.00
"Smith,Mary",206-931-3364,6930.00,0,6930.00,0,0
"Smith,Patricia",206-431-7032,13310.00,0,0,0,13310.00
"Smith,Rachel",206-548-5968,3960.00,0,0,3960.00,0
"Smith,Susan",206-210-1396,36630.00,0,0,36630.00,0
"Smith,Teresa",206-898-7345,32010.00,0,0,0,32010.00
"Smith,Tyler",206-205-4241,4510.00,0,0,0,4510.00
"Snyder,Cynthia",425-419-4469,11110.00,0,0,0,11110.00
"Sparks,Isabella",360-333-5887,36960.00,0,0,36960.00,0
"Spence,Henry",509-845-1614,16500.00,0,0,0,16500.00
"Spencer,John",253-967-3222,4290.00,0,0,4290.00,0
"Spencer,Patrick",253-214-7846,466730.00,0,0,0,466730.00
"Stanton,Richard",509-721-3743,1320.00,0,0,1320.00,0
"Steele,Kyle",509-801-6707,2970.00,0,0,0,2970.00
"Stein,Carl",509-998-4622,11000.00,0,0,0,11000.00
"Stein,Kevin",509-594-2091,5940.00,0,0,5940.00,0
"Stephens,James",253-824-4638,1650.00,0,0,1650.00,0
"Stephens,Jason",425-222-6444,7370.00,0,0,7370.00,0
"Stephens,Logan",425-145-6736,8140.00,0,8140.00,0,0
"Stevens,Catherine",509-782-2991,5500.00,0,0,0,5500.00
"Stevens,Gary",509-855-1939,10780.00,0,0,0,10780.00
"Stevens,Jonathan",509-916-5444,2970.00,0,0,2970.00,0
"Stewart,Amanda",425-497-8857,1650.00,0,0,0,1650.00
"Stewart,Elizabeth",425-741-5634,1650.00,0,0,1650.00,0
"Stewart,Kevin",425-766-4294,1320.00,0,1320.00,0,0
"Stewart,Michael",425-406-9882,26400.00,0,0,0,26400.00
"Strong,Donald",360-543-8735,1650.00,0,0,0,1650.00
"Sullivan,John",253-205-6282,2970.00,0,0,0,2970.00
"Sullivan,John",425-249-4499,24310.00,0,24310.00,0,0
"Sullivan,John",425-775-6485,2310.00,0,0,0,2310.00
"Sutton,Eric",360-696-3437,7260.00,0,0,0,7260.00
"Sutton,Wayne",360-975-6197,10890.00,0,0,10890.00,0
"Sutton,Zachary",360-268-2628,8030.00,0,0,8030.00,0
"Sweet,James",509-443-3994,6270.00,0,0,6270.00,0
"Taylor,Deborah",253-455-3168,6930.00,0,0,0,6930.00
"Taylor,Edward",425-700-4552,10890.00,0,0,10890.00,0
"Taylor,Thomas",425-721-2624,12320.00,0,0,12320.00,0
"Thomas,David",509-333-9235,8580.00,0,8580.00,0,0
"Thomas,Dorothy",253-623-5630,1650.00,0,1650.00,0,0
"Thomas,Edward",253-530-2693,9900.00,0,0,0,9900.00
"Thomas,Gregory",509-743-6621,18480.00,0,18480.00,0,0
"Thomas,Maria",253-379-9025,10670.00,0,0,0,10670.00
"Thomas,Susan",509-232-4484,4730.00,0,0,4730.00,0
"Thompson,Betty",206-706-9433,8030.00,0,0,0,8030.00
"Thompson,Joan",206-434-5643,10120.00,0,0,0,10120.00
"Thompson,Lisa",206-477-9427,14190.00,0,0,0,14190.00
"Thompson,Samantha",206-215-1214,3300.00,0,0,3300.00,0
"Tillman,Cynthia",509-955-3815,10560.00,0,0,0,10560.00
"Tillman,David",509-662-1623,4290.00,0,0,0,4290.00
"Todd,Gloria",509-623-9517,10560.00,0,0,0,10560.00
"Tran,Melissa",360-541-8823,3960.00,0,0,3960.00,0
"Turner,Christopher",425-166-1479,2970.00,0,0,2970.00,0
"Turner,Gary",425-565-7660,2970.00,0,0,2970.00,0
"Turner,Maria",425-226-7520,1650.00,0,0,0,1650.00
"Vargas,Randy",360-502-9623,9790.00,0,0,9790.00,0
"Vaughn,Christopher",360-811-8558,3740.00,0,0,0,3740.00
"Vaughn,Joseph",360-824-9098,3080.00,0,0,0,3080.00
"Vaughn,Kathleen",360-826-8623,36190.00,0,0,0,36190.00
"Vaughn,Kimberly",360-396-4804,6930.00,0,0,6930.00,0
"Vaughn,Louis",360-318-6915,10670.00,0,0,10670.00,0
"Vega,Betty",360-470-2638,3190.00,0,0,3190.00,0
"Vega,Melissa",360-550-3433,1320.00,0,0,1320.00,0
"Velasquez,Robert",360-984-1248,5610.00,0,0,5610.00,0
"Wade,Charles",360-910-5128,32450.00,0,0,32450.00,0
"Wade,Louis",360-968-4511,2970.00,0,0,0,2970.00
"Walker,Danielle",253-400-5521,8360.00,0,0,8360.00,0
"Walker,Kelly",253-956-8222,6490.00,0,0,6490.00,0
"Walker,Matthew",253-475-6701,4290.00,0,0,4290.00,0
"Walker,Raymond",253-225-7825,7370.00,0,0,0,7370.00
"Walker,Timothy",253-288-6769,6270.00,0,0,6270.00,0
"Wallace,Henry",253-482-4615,1320.00,0,0,0,1320.00
"Wallace,Noah",253-137-4444,369160.00,0,0,0,369160.00
"Waller,Joshua",509-138-5826,367400.00,0,0,0,367400.00
"Wall,Russell",509-917-7836,7260.00,0,0,7260.00,0
"Walton,Andrew",509-502-6166,83930.00,0,0,83930.00,0
"Ward,James",253-984-1248,1320.00,0,0,1320.00,0
"Ward,William",253-474-6975,9680.00,0,0,9680.00,0
"Washington,David",425-431-7032,43670.00,0,43670.00,0,0
"Washington,Jack",360-501-7750,3960.00,0,0,0,3960.00
"Watkins,Edward",425-631-8891,1650.00,0,0,0,1650.00
"Watkins,Timothy",425-715-4239,12210.00,0,0,12210.00,0
"Watkins,William",425-969-2030,5170.00,0,0,5170.00,0
"Watson,George",206-142-9453,7590.00,0,0,7590.00,0
"Watson,Henry",206-685-4550,6270.00,0,0,0,6270.00
"Watts,Richard",253-551-8908,5060.00,0,0,5060.00,0
"Weaver,Maria",253-606-7736,1650.00,0,0,1650.00,0
"Weaver,Ronald",999-955-6762,1010900.00,0,0,1010900.00,0
"Webb,Bradley",509-883-6012,47520.00,0,47520.00,0,0
"Webb,Diana",509-145-1151,7040.00,0,0,0,7040.00
"Webb,Patricia",509-222-6444,16500.00,0,0,16500.00,0
"Webster,Sean",360-600-7762,6710.00,0,0,0,6710.00
"Wells,Andrea",509-701-9860,2970.00,0,0,2970.00,0
"Wells,Jessica",509-260-1774,12650.00,0,0,12650.00,0
"Wells,Ryan",253-845-3208,1320.00,0,0,0,1320.00
"Whitaker,Daniel",509-343-3746,2970.00,0,0,0,2970.00
"White,Brandon",509-125-2732,45870.00,0,0,0,45870.00
"White,Deborah",206-706-9015,6270.00,0,0,0,6270.00
"White,Douglas",509-745-8401,11000.00,0,0,0,11000.00
"Whitehead,Ronald",509-566-5634,1320.00,0,0,1320.00,0
"White,Margaret",509-811-9116,437690.00,0,0,437690.00,0
"White,Samantha",509-243-4640,8690.00,0,0,0,8690.00
"Whitfield,Jason",509-480-4490,9790.00,0,0,9790.00,0
"Whitley,Kelly",509-317-6936,6600.00,0,0,0,6600.00
"Wilcox,Eugene",509-982-5279,8360.00,0,8360.00,0,0
"Williams,Angela",206-651-2561,220.00,0,0,0,220.00
"Williams,Ashley",206-687-8414,3630.00,0,0,0,3630.00
"Williams,Bruce",509-738-5820,2640.00,0,0,2640.00,0
"Williams,David",206-825-6486,7590.00,0,0,7590.00,0
"Williams,Douglas",206-667-7210,1650.00,0,0,1650.00,0
"Williams,Gary",206-111-4244,44110.00,0,0,0,44110.00
"Williams,Gary",206-712-8459,48840.00,0,0,48840.00,0
"Williams,Gerald",206-612-7279,9130.00,0,0,9130.00,0
"Williams,Jason",206-486-4060,6820.00,0,0,6820.00,0
"Williams,Joe",206-509-9113,7920.00,0,0,7920.00,0
"Williams,Joshua",206-777-8056,80960.00,0,0,0,80960.00
"Williams,Larry",206-792-4950,288090.00,0,0,0,288090.00
"Williams,Madison",206-317-2660,48840.00,0,0,48840.00,0
"Williams,Mary",206-982-7302,480920.00,0,0,0,480920.00
"Williams,Nicholas",206-978-6078,3080.00,0,0,3080.00,0
"Williamson,Charles",360-142-3011,15950.00,0,0,0,15950.00
"Williams,Pamela",206-747-8710,3300.00,0,0,0,3300.00
"Williams,Randy",206-918-4573,53900.00,0,0,0,53900.00
"Williams,Ryan",206-419-8328,7590.00,0,0,0,7590.00
"Williams,Shirley",206-402-2208,2420.00,0,0,2420.00,0
"Williams,William",206-830-1208,19800.00,0,0,19800.00,0
"Williams,Willie",206-245-9643,6050.00,0,6050.00,0,0
"Willis,Mary",360-142-3629,9020.00,0,0,0,9020.00
"Wilson,Dorothy",425-278-7297,44220.00,0,0,0,44220.00
"Wilson,Kenneth",253-674-2181,5280.00,0,0,5280.00,0
"Wilson,Mary",253-815-6889,9570.00,0,0,9570.00,0
"Wilson,Raymond",253-939-7249,6270.00,0,0,6270.00,0
"Wilson,Timothy",425-894-4527,164120.00,0,0,0,164120.00
"Witt,Robert",360-979-1951,3300.00,0,0,3300.00,0
"Wolf,Teresa",509-136-6118,13200.00,0,0,0,13200.00
"Woodard,Elizabeth",360-988-2491,1320.00,0,0,1320.00,0
"Wood,Frank",425-460-4697,29700.00,0,0,29700.00,0
"Workman,Daniel",509-855-1939,2970.00,0,0,0,2970.00
"Wright,Donald",425-951-7693,13310.00,0,0,0,13310.00
"Wright,Edward",425-226-7520,5940.00,0,0,0,5940.00
"Wright,Kenneth",425-582-5085,4950.00,0,4950.00,0,0
"Wright,Mary",425-703-6607,8580.00,0,0,8580.00,0
"Wright,Natalie",360-511-6531,4950.00,0,0,0,4950.00
"Wynn,Michael",360-856-8250,1320.00,0,0,0,1320.00
"Yates,Frances",360-801-3692,1320.00,0,0,0,1320.00
"Yates,Kelly",360-298-5579,5060.00,0,0,0,5060.00
"York,Dylan",360-217-5057,4180.00,0,0,4180.00,0
"York,Robert",360-789-4201,9570.00,0,0,0,9570.00
"Young,Michael",425-503-2620,42900.00,0,0,42900.00,0
"Young,Michael",425-911-2327,6490.00,0,0,6490.00,0
"Young,Thomas",425-103-9888,2970.00,0,2970.00,0,0
,Total,42570440.00,0,5082770.00,18198620.00,19289050.00
